Make,Model,Year,Sold_Price,Predicted_Price
Chevrolet,C6 Corvette,2007.0,30600.0,33428.863
Pontiac,Solstice,2008.0,7200.0,8635.833
Audi,B8 S4,2011.0,11750.0,15052.943
Volkswagen,Golf R,2016.0,17500.0,17296.05
Mazda,NB Miata,2003.0,9500.0,6521.452
Dodge,Charger,1973.0,12000.0,17207.234
Honda,CR-Z,2011.0,7077.0,6279.8
Ford,Bronco,1975.0,45000.0,41730.652
Chevrolet,C4 Corvette,1990.0,23000.0,15990.573
BMW,6 Series,2008.0,8100.0,13494.452
Porsche,G Series/930 911,1986.0,42250.0,38701.21
Toyota,GR86,2023.0,34750.0,28637.396
Porsche,Panamera,2010.0,20500.0,29348.68
Lexus,SC,1997.0,13500.0,11514.036
Jeep,Wrangler,2015.0,18250.0,18259.703
Chevrolet,SSR,2004.0,12200.0,11666.751
Mitsubishi,Pajero,1992.0,9600.0,12342.926
Chevrolet,Camaro,2023.0,81000.0,69044.695
Lexus,GX,2006.0,9800.0,7714.51
Honda,S2000,2002.0,28000.0,22979.193
Daihatsu,Move,1999.0,4600.0,5301.3774
Audi,S3,2023.0,32805.0,28400.55
Mercedes-Benz,S-Class,1995.0,24000.0,17656.121
Toyota,Supra,2021.0,42000.0,33676.633
Chevrolet,Tahoe,2004.0,14350.0,14455.609
Tesla,Model S,2013.0,15000.0,22941.135
Jeep,Cherokee,1998.0,13750.0,8226.958
Tesla,Cybertruck,2024.0,66800.0,77614.2
Porsche,986 Boxster,2001.0,8900.0,9006.631
Porsche,Cayenne,2013.0,22000.0,21963.795
Mercedes-Benz,R129 SL,2000.0,17000.0,10156.323
Mazda,NA Miata,1990.0,9150.0,7335.587
Porsche,Macan,2016.0,14500.0,19224.277
Honda,S2000,2004.0,27250.0,17813.303
Infiniti,G35,2007.0,6500.0,8046.712
Ford,Super Duty,2012.0,26605.0,27691.586
Volkswagen,Touareg,2011.0,6800.0,8266.79
BMW,3 Series,2016.0,8600.0,9773.558
Jeep,Grand Cherokee,2013.0,9500.0,16102.892
Volkswagen,Mk7 GTI,2021.0,20250.0,18525.523
Saab,9-5,2008.0,6500.0,5256.623
Dodge,Viper,2010.0,90111.0,73731.75
Mercedes-Benz,E-Class,2024.0,68000.0,32748.803
Ford,Bronco,2022.0,32250.0,31548.318
Chevrolet,C3 Corvette,1973.0,18900.0,15210.377
Bentley,Mulsanne,1982.0,11200.0,35724.727
Mercedes-Benz,E-Class AMG,2007.0,15000.0,18765.139
Lucid,Gravity,2025.0,87287.0,58807.594
Mazda,FC RX-7,1987.0,18850.0,13751.298
BMW,E46 M3,2004.0,17250.0,15234.869
Mercedes-Benz,CLK-Class,2002.0,5100.0,5708.9487
BMW,3 Series,2011.0,5100.0,8673.541
BMW,F06/F12/F13 M6,2015.0,10100.0,18589.13
Ford,Super Duty,1997.0,31250.0,19409.928
BMW,Z4,2007.0,8500.0,8829.131
Jaguar,F-Pace,2020.0,29150.0,23756.557
Polestar,2,2021.0,18750.0,27008.404
BMW,1 Series,2009.0,7500.0,11096.478
Mercedes-Benz,CLS-Class,2012.0,16800.0,18951.197
Toyota,Pickup,1991.0,4700.0,7953.727
Ford,Mustang,2015.0,18800.0,16693.484
Chevrolet,Express,2010.0,7950.0,19743.924
Audi,S7,2015.0,16750.0,20889.686
Mazda,NB Miata,2000.0,6600.0,8455.554
BMW,5 Series,2016.0,17120.0,20416.09
Ford,Mustang,2024.0,26500.0,22335.322
Suzuki,Cara,1994.0,21500.0,15798.584
Chevrolet,Tahoe,2004.0,4900.0,8877.389
Tesla,Model X,2019.0,28500.0,35491.36
Mercedes-Benz,R107 SL,1988.0,16500.0,15795.843
Land Rover,Range Rover,1990.0,13000.0,19180.947
Jeep,Wrangler,2015.0,20500.0,17365.404
BMW,3 Series,2005.0,6900.0,6577.0864
Subaru,WRX STI,2016.0,17500.0,16067.975
Volkswagen,Lupo,1999.0,7600.0,7971.065
BMW,3 Series,2011.0,51335.0,15853.9795
Toyota,FJ Cruiser,2008.0,18000.0,17865.586
GMC,Sierra,2004.0,18000.0,11118.322
Mercedes-Benz,E-Class,2004.0,8100.0,9723.007
Lexus,LX,1997.0,14441.0,11690.632
BMW,6 Series,2005.0,6700.0,6776.926
Mercedes-Benz,E-Class,1994.0,15000.0,10796.226
Fiat,500 Abarth,2013.0,6900.0,8789.422
Ferrari,F430,2006.0,120000.0,100987.055
Mercedes-Benz,G Wagen,1997.0,70000.0,42041.72
BMW,3 Series,1984.0,13200.0,8861.324
Subaru,Impreza,1998.0,21000.0,27082.354
Land Rover,Discovery,1998.0,7800.0,9670.808
Land Rover,Defender,2023.0,69000.0,64034.14
Mazda,ND Miata,2016.0,15750.0,15686.713
Honda,CRX,1991.0,19500.0,9174.546
Audi,A6,2009.0,11300.0,7802.056
Mercedes-Benz,S-Class,2007.0,7300.0,8277.48
Chevrolet,C6 Corvette,2007.0,25000.0,27914.186
MINI,Cooper Clubman,2008.0,3600.0,7091.9766
Ford,Mustang,2007.0,25000.0,19628.719
Lexus,LS,1995.0,6600.0,8394.555
Tesla,Model Y,2021.0,24250.0,23949.422
BMW,M2,2021.0,59500.0,69013.88
Mercedes-Benz,E-Class,1981.0,5100.0,4860.134
Toyota,Celica,1996.0,5300.0,7715.3926
Chevrolet,C5 Corvette,2003.0,13700.0,13935.265
BMW,3 Series,2014.0,9600.0,12410.482
Jeep,Wrangler,2024.0,33500.0,36476.254
Porsche,987 Cayman,2007.0,24000.0,25701.502
BMW,E39 M5,2002.0,24250.0,20838.627
Dodge,Challenger,2019.0,59000.0,62849.574
Toyota,Century,1997.0,16250.0,15627.714
MINI,Cooper,2013.0,7200.0,6799.704
Ford,Mustang,2021.0,42750.0,41356.684
Porsche,Cayenne,2013.0,20000.0,13776.8955
Jeep,Gladiator,2021.0,32000.0,32888.992
Subaru,Baja,2006.0,7800.0,6952.445
Honda,S2000,2003.0,39500.0,26845.924
Ferrari,Portofino,2020.0,154000.0,89304.42
Jeep,Grand Cherokee,2014.0,8200.0,12857.637
Toyota,MR2 Spyder,2001.0,11700.0,7489.6265
Mercedes-Benz,G Wagen,2015.0,51000.0,33275.04
Jeep,Cherokee,1989.0,7600.0,12747.6455
Subaru,WRX STI,1999.0,17750.0,12076.683
Cadillac,CT5-V,2025.0,95500.0,109965.41
BMW,E46 M3,2003.0,39000.0,17370.605
Mercedes-Benz,E-Class,1991.0,6100.0,7851.7295
Lincoln,Town Car,1988.0,8325.0,8609.664
Subaru,WRX,2020.0,21000.0,20653.412
Volkswagen,Mk7 GTI,2019.0,19000.0,15384.826
Ford,F-150 Raptor,2013.0,28500.0,28961.715
Chevrolet,C7 Corvette,2015.0,55000.0,47958.418
AM General,Hummer,1990.0,23000.0,13348.283
Jeep,Wrangler,2014.0,16500.0,13210.312
BMW,3 Series,2011.0,11200.0,6223.6577
Mercedes-Benz,C-Class AMG,2013.0,18500.0,25451.188
Honda,Civic,1994.0,10400.0,8456.054
Rivian,R1T,2022.0,47810.0,52744.05
Mercedes-Benz,190,1991.0,10100.0,5623.636
Tesla,Model S,2023.0,59000.0,48107.848
Porsche,997 911,2009.0,58000.0,50228.03
BMW,3 Series,2013.0,20400.0,13271.686
Porsche,Cayenne,2024.0,83250.0,80974.03
Toyota,Tacoma,2011.0,10700.0,8182.844
Mercedes-Benz,R107 SL,1989.0,15000.0,11488.444
BMW,X5,2013.0,11600.0,12783.099
Porsche,Cayenne,2014.0,25500.0,15551.751
Porsche,718 Cayman,2022.0,83500.0,89023.72
Mercedes-Benz,E-Class,2004.0,3700.0,7217.726
Porsche,Taycan,2021.0,42500.0,58822.12
Lexus,LS,2013.0,20750.0,16855.145
Rivian,R1S,2023.0,52100.0,55129.19
Chevrolet,C7 Corvette,2015.0,67000.0,72217.14
Aston Martin,Vantage,2007.0,32350.0,30151.496
Dodge,Challenger,2021.0,67500.0,54893.266
Toyota,FJ Cruiser,2014.0,33250.0,23162.5
Toyota,Land Cruiser,1999.0,28500.0,21921.438
BMW,3 Series,2003.0,3700.0,6406.3657
BMW,7 Series,2001.0,17750.0,12953.323
Pontiac,GTO,2006.0,14200.0,16536.117
Lexus,LX,2016.0,38000.0,30405.844
BMW,700,2025.0,11400.0,14250.0205
Subaru,Legacy,2000.0,5050.0,9530.954
Porsche,981 Cayman,2016.0,107000.0,116231.77
BMW,3 Series,1991.0,44500.0,15952.934
Toyota,MR2,1992.0,17600.0,18459.473
Nissan,R32 Skyline,1994.0,62950.0,24226.588
Volvo,C30,2013.0,23000.0,15112.382
AM General,Hummer,2009.0,27750.0,14606.489
BMW,3 Series,2004.0,7600.0,9011.468
Mercedes-Benz,R231 SL,2019.0,57000.0,43212.375
BMW,Z3,1998.0,10700.0,15777.082
Cadillac,CTS-V,2011.0,24100.0,30404.654
Mercedes-Benz,Sprinter,2021.0,50500.0,48577.832
Porsche,Cayenne,2006.0,29000.0,13192.131
Saturn,LW1,2000.0,3700.0,3641.8354
Ferrari,360,2000.0,73500.0,62617.56
Honda,Acty,1995.0,9000.0,6591.9707
Porsche,Cayenne,2006.0,5100.0,9448.418
Chevrolet,C7 Corvette,2019.0,38500.0,36762.03
BMW,6 Series,2007.0,13300.0,12185.696
Porsche,Cayenne,2016.0,21250.0,21835.596
Mercedes-Benz,AMG GT 4-Door,2022.0,69000.0,53072.53
Ford,Ranchero,1972.0,10900.0,20563.805
Audi,RS7,2016.0,34000.0,37497.31
Volkswagen,Golf R,2019.0,20000.0,23748.516
BMW,E39 M5,2002.0,29250.0,24708.11
Nissan,Pathfinder,1993.0,8350.0,6321.682
BMW,F10 M5,2016.0,20750.0,24267.01
Volvo,V60,2025.0,65500.0,43624.426
Mazda,NB Miata,2003.0,8500.0,8652.289
BMW,Z4,2007.0,28500.0,18341.947
Aston Martin,DBS,2010.0,67000.0,92339.31
Dodge,Dakota,1989.0,9600.0,5704.142
BMW,Z3,2000.0,19100.0,17740.586
Ford,Super Duty,2001.0,21500.0,14334.424
Ferrari,360,2002.0,56500.0,49505.547
Suzuki,Cappuccino,1993.0,8800.0,8258.712
Porsche,981 Boxster,2014.0,40750.0,24164.377
Mercedes-Benz,CLK AMG,2005.0,11500.0,9304.545
Mercedes-Benz,S-Class,1985.0,18500.0,12478.967
Subaru,WRX,2019.0,15500.0,14250.278
Ford,Mustang,2020.0,69500.0,52081.996
Chevrolet,SS,2016.0,45888.0,30182.367
Jeep,Wrangler,2014.0,15250.0,15590.303
Subaru,WRX STI,2014.0,14800.0,14209.861
BMW,3 Series,1988.0,33000.0,14218.552
Ford,Focus,2005.0,7000.0,7165.0747
Toyota,Supra,2020.0,43274.0,34857.793
Porsche,996 911,2000.0,23123.0,17926.809
Ford,Mustang,2003.0,9876.0,12414.4
Toyota,4Runner,1996.0,7100.0,5870.7495
Jeep,Wrangler,2023.0,62500.0,55461.26
Audi,B5 S4,2001.0,40250.0,15994.036
Honda,S2000,2005.0,22500.0,15562.3
Mercedes-Benz,SLK AMG,2009.0,16250.0,16879.355
Porsche,Cayenne,2005.0,11450.0,9897.816
Chevrolet,C7 Corvette,2014.0,34000.0,30611.846
Toyota,MR2,1991.0,11600.0,11526.858
Mercedes-Benz,C-Class,2005.0,6700.0,6087.309
Porsche,Panamera,2015.0,27211.0,29407.068
Mitsubishi,Pajero Mini,1994.0,4300.0,6326.031
Mercedes-Benz,AMG GT,2016.0,62500.0,68821.57
BMW,F06/F12/F13 M6,2013.0,22750.0,22864.271
Honda,Acty,1992.0,6050.0,7189.8433
Tesla,Cybertruck,2024.0,70000.0,82977.664
Jaguar,X-Type,2005.0,4600.0,7783.645
Honda,S2000,2004.0,30250.0,22599.5
Toyota,FJ Cruiser,2012.0,39500.0,35382.94
BMW,E36 M3,1999.0,40250.0,34560.867
BMW,2 Series,2024.0,32250.0,35770.105
Lexus,SC,2007.0,14050.0,13960.0205
BMW,Z3,1998.0,8400.0,8879.649
BMW,3 Series,2014.0,8700.0,8259.232
Lexus,IS,2003.0,18050.0,10984.765
Honda,Beat,1992.0,6100.0,6927.285
BMW,E9X M3,2009.0,31250.0,25074.756
Porsche,997 911,2010.0,35000.0,35389.555
Nissan,Maxima,1987.0,7300.0,7469.3657
Land Rover,Range Rover Sport,2013.0,8000.0,9900.385
BMW,02 Series,1974.0,21000.0,9165.345
Rivian,R1S,2022.0,57000.0,63908.04
Volvo,S80,2010.0,17450.0,11139.615
Audi,C8 RS6,2023.0,87500.0,91926.26
Lexus,LX,2008.0,13275.0,17325.305
Audi,S6,2016.0,17750.0,25323.832
Jeep,Wrangler,2007.0,8200.0,12704.703
Honda,Element,2003.0,7250.0,7528.4883
Toyota,Land Cruiser,2021.0,99000.0,88253.96
Mercedes-Benz,E-Class,2012.0,11500.0,8915.7
Bentley,Continental,2014.0,63500.0,52477.723
Nissan,300ZX,1986.0,6600.0,7291.7793
Cadillac,CTS-V,2006.0,16800.0,17112.836
Jaguar,F-Type,2021.0,52000.0,49769.652
Honda,S2000,1999.0,15555.0,19361.266
Toyota,FJ Cruiser,2008.0,11400.0,13498.068
BMW,Z3,1999.0,9400.0,11613.406
Audi,A4,2019.0,16500.0,19513.46
Porsche,997 911,2012.0,44771.0,57744.98
Porsche,Taycan,2021.0,57000.0,77859.08
Subaru,WRX STI,2016.0,17501.0,19526.865
Audi,S7,2022.0,54000.0,45863.387
Hyundai,Veloster,2021.0,19765.0,20688.68
Volvo,S60,2004.0,4200.0,6095.1406
Dodge,Viper,2008.0,65501.0,55677.75
Toyota,Supra,1997.0,79500.0,60638.457
BMW,E46 M3,2006.0,32250.0,27440.674
Mercedes-Benz,G Wagen,2002.0,25000.0,22947.92
Volkswagen,Passat,2003.0,6200.0,6021.12
Audi,RS3,2025.0,65500.0,64171.816
Nissan,Be-1,1988.0,4500.0,5797.6226
BMW,4 Series,2020.0,21250.0,27501.3
Porsche,Cayenne,2010.0,36000.0,12923.56
Toyota,Land Cruiser,1998.0,10900.0,12457.265
BMW,Z3,1997.0,6395.0,10303.269
BMW,Z4,2025.0,61000.0,44596.234
Alfa Romeo,Giulia,2024.0,48250.0,48225.996
Chevrolet,Camaro,1994.0,6169.0,9327.674
Mercedes-Benz,C-Class,2010.0,8100.0,7825.308
Ford,Mustang,2021.0,77000.0,62482.98
BMW,5 Series,2003.0,13250.0,8920.369
Porsche,Macan,2015.0,14100.0,22366.38
Bentley,Continental,2013.0,39000.0,47729.82
BMW,X5,2001.0,3900.0,5757.4873
BMW,F90 M5,2021.0,74700.0,63085.816
Mercedes-Benz,GL-Class,2014.0,9100.0,12671.437
Toyota,Land Cruiser,1990.0,23000.0,9774.677
Toyota,Century,1997.0,12750.0,12149.037
Land Rover,Defender,2000.0,26751.0,20130.555
Land Rover,Range Rover Sport,2012.0,21500.0,22783.209
Porsche,Cayenne,2016.0,22000.0,15506.948
Mercedes-Benz,W212 E63 AMG,2014.0,16750.0,23167.426
Ford,Super Duty,2023.0,55500.0,59262.336
Lotus,Evora,2014.0,56000.0,55948.74
Audi,B6 S4,2004.0,4100.0,8289.964
Audi,A4,2012.0,7200.0,7504.5
BMW,M2,2023.0,56500.0,51736.004
Dodge,Challenger,2015.0,21250.0,21683.15
Mercedes-Benz,S-Class,2007.0,10999.0,9009.758
Mercedes-Benz,190,1987.0,33000.0,8032.1045
Acura,NSX,1991.0,66501.0,56876.23
Land Rover,Defender,2021.0,41500.0,39403.77
Land Rover,Range Rover Sport,2015.0,21250.0,21655.828
Toyota,MR2,1991.0,15000.0,11557.991
BMW,3 Series,2014.0,11450.0,7685.4634
Ferrari,456,2000.0,44000.0,53343.504
Chevrolet,C6 Corvette,2009.0,27750.0,32154.5
Oldsmobile,Silhouette,1992.0,6700.0,7762.219
BMW,E30 M3,1988.0,60500.0,42507.01
Bentley,Continental,2005.0,16500.0,23999.152
Ford,Bronco,1979.0,14000.0,20894.19
Tesla,Model S,2022.0,43550.0,50951.047
Pontiac,Firebird,1978.0,26750.0,10418.192
Infiniti,G35,2003.0,12000.0,11682.785
Chevrolet,C6 Corvette,2013.0,45000.0,39703.586
Hyundai,Equus,2015.0,7800.0,11333.447
Porsche,Cayenne,2008.0,8116.0,9283.811
Chevrolet,Silverado,2016.0,32000.0,29998.646
BMW,5 Series,1994.0,6200.0,6020.7866
Volkswagen,Type 3,1972.0,10600.0,11268.336
Volkswagen,Type 2,1969.0,8500.0,10142.19
Rivian,R1S,2025.0,73000.0,67735.32
Nissan,300ZX,1995.0,14600.0,13626.538
Volkswagen,Beetle,2003.0,6000.0,5846.737
Toyota,Tacoma,2022.0,41500.0,38450.418
BMW,5 Series,2013.0,10100.0,7768.9966
MINI,Cooper,2006.0,3900.0,5747.2104
Ferrari,FF,2016.0,150000.0,100942.95
Nissan,370Z,2010.0,13000.0,15191.399
Honda,Del Sol,1993.0,6600.0,5625.4604
Mazda,NC Miata,2015.0,24750.0,20426.627
Nissan,R35 GT-R,2009.0,80500.0,59588.547
Honda,Acty,1993.0,4600.0,6775.31
Alfa Romeo,GTV,1969.0,42000.0,14857.651
BMW,3 Series,2004.0,4600.0,5866.9824
BMW,3 Series,2016.0,30250.0,19442.59
Subaru,WRX STI,2015.0,25252.0,26258.352
Mercedes-Benz,S-Class,2008.0,9100.0,10602.152
Dodge,Viper,2005.0,49000.0,55078.902
Porsche,987 Boxster,2007.0,17000.0,10403.734
BMW,E39 M5,2003.0,77500.0,36637.64
Porsche,986 Boxster,2001.0,12500.0,10603.952
Porsche,G Series/930 911,1987.0,60000.0,51721.848
Daihatsu,Naked,2000.0,4645.0,5898.191
Mitsubishi,Lancer Evolution,1995.0,15000.0,10683.611
Porsche,996 911,2002.0,15996.0,18010.902
Mercedes-Benz,S-Class AMG,2007.0,19500.0,25294.021
Maserati,Spyder,2002.0,26500.0,12782.77
Jeep,Gladiator,2022.0,30000.0,26907.133
Oldsmobile,442,1972.0,21450.0,20145.746
Land Rover,Range Rover,2008.0,9000.0,10309.098
BMW,G80 M3,2022.0,80000.0,80262.164
Chrysler,LeBaron,1985.0,3500.0,6450.759
Mazda,FC RX-7,1988.0,29000.0,13975.033
Volkswagen,Golf,2019.0,16500.0,17717.117
Chevrolet,C6 Corvette,2006.0,25250.0,25613.996
Mercedes-Benz,GLA AMG,2015.0,20500.0,20319.586
Jeep,Wrangler,2016.0,9600.0,17980.318
Porsche,986 Boxster,2000.0,8900.0,8615.472
Toyota,MR2,1990.0,14300.0,11823.622
BMW,Z3,1999.0,14800.0,20888.85
Jeep,Wrangler,1989.0,4600.0,6251.615
Porsche,981 Cayman,2015.0,50250.0,44420.164
Mazda,NB Miata,2005.0,11500.0,12371.047
Jeep,Cherokee,2000.0,4500.0,5712.217
Land Rover,Defender,1955.0,13000.0,41117.96
BMW,Z4,2006.0,23850.0,17644.791
Audi,S6,2002.0,16500.0,13273.356
BMW,E39 M5,2002.0,25500.0,22634.53
Porsche,993 911,1995.0,75000.0,73668.0
Ferrari,308,1984.0,60500.0,28267.06
BMW,M2,2020.0,93500.0,71278.98
Mazda,NA Miata,1994.0,13000.0,8089.0117
Porsche,Cayenne,2014.0,40000.0,25549.879
BMW,E46 M3,2005.0,30000.0,18408.33
Acura,TL,2007.0,7600.0,9069.585
BMW,G8X M4,2025.0,102500.0,102727.17
Alfa Romeo,Stelvio,2023.0,51000.0,52307.54
Zimmer,Golden Spirit,1988.0,15750.0,7453.8013
Alfa Romeo,4C,2015.0,38500.0,40031.023
Ford,Bronco,1995.0,23000.0,12019.068
Ferrari,California,2014.0,89000.0,100447.336
Volkswagen,Golf,2015.0,8500.0,6543.659
Subaru,WRX,2013.0,11000.0,16902.81
Volvo,V70,2004.0,39000.0,10777.337
Porsche,996 911,2000.0,35000.0,30727.705
Audi,Allroad,2005.0,4100.0,5316.1284
Dodge,Viper,2013.0,85500.0,95728.53
BMW,7 Series,2015.0,16250.0,15901.347
Chevrolet,Bel Air,1957.0,16500.0,10157.689
Mazda,Mazdaspeed 3,2009.0,8100.0,6431.5415
Mercedes-Benz,E-Class AMG,2014.0,25000.0,21818.941
Ford,Bronco,1974.0,20000.0,50587.91
Land Rover,Range Rover,2023.0,87500.0,105541.48
Honda,Acty,1994.0,5100.0,8021.2104
Tesla,Model Y,2022.0,28765.0,32968.32
BMW,E9X M3,2009.0,20750.0,18760.111
Land Rover,Defender,2025.0,64599.0,63835.31
Mercedes-Benz,R230 SL,2003.0,9100.0,9659.579
Tesla,Cybertruck,2024.0,64500.0,65330.445
Audi,S3,2015.0,12100.0,16733.748
Jeep,Wrangler,2009.0,8500.0,8664.677
Toyota,Land Cruiser,2001.0,11000.0,9934.513
Mitsubishi,Pajero Mini,1995.0,9100.0,5413.77
Honda,S2000,2005.0,26500.0,21861.434
Mazda,NA Miata,1990.0,11000.0,9825.103
Porsche,991 911,2019.0,128500.0,116340.9
Porsche,996 911,1999.0,25750.0,24045.613
Chevrolet,C7 Corvette,2016.0,35500.0,29914.281
Lexus,GX,2006.0,11600.0,7918.0757
Lexus,SC,2002.0,10600.0,12531.708
Ford,F-150,2007.0,11500.0,11071.498
BMW,E36 M3,1999.0,14000.0,13762.883
Manta,Mirage,2025.0,40100.0,20151.838
Dodge,Dakota,1989.0,8888.0,8035.277
Hyundai,Genesis,2015.0,16250.0,17986.871
Ford,Mustang,2020.0,29750.0,25871.266
Audi,A4,2009.0,5600.0,7282.222
Cadillac,Escalade,2000.0,6200.0,7564.0874
Toyota,Tacoma,2025.0,67000.0,42529.637
MINI,Cooper,2006.0,7100.0,6738.0986
Volkswagen,Golf R,2024.0,37500.0,33128.434
Audi,B9 S4,2021.0,39025.0,40465.65
Audi,B6 S4,2005.0,8100.0,8668.4795
Chevrolet,C/K Series,1997.0,7500.0,6386.8296
BMW,Z4,2014.0,9400.0,12892.24
Chevrolet,C4 Corvette,1992.0,9600.0,10491.853
Volvo,S60,2015.0,11100.0,9559.678
Chevrolet,C6 Corvette,2006.0,19800.0,18994.463
BMW,4 Series,2020.0,22250.0,30029.62
Ford,F-150,2023.0,69500.0,70204.68
Land Rover,Range Rover,2016.0,19750.0,18691.924
BMW,5 Series,2003.0,10500.0,10152.652
Honda,Civic,1997.0,9100.0,8463.694
Toyota,FJ Cruiser,2008.0,8250.0,10349.678
Porsche,Cayenne,2010.0,33250.0,16891.434
Mercedes-Benz,G Wagen,2007.0,25500.0,18158.492
Porsche,996 911,2001.0,20500.0,16437.34
BMW,Z3,2001.0,8000.0,8349.511
Audi,B6 S4,2005.0,8100.0,11158.958
Toyota,Supra,1993.0,35500.0,39457.094
Pontiac,GTO,2005.0,13500.0,14443.689
Volkswagen,Passat,2003.0,10200.0,7765.8403
Ford,Super Duty,2005.0,20500.0,20533.879
BMW,3 Series,2010.0,7300.0,8668.281
Nissan,Pulsar,1998.0,6600.0,9194.098
Autozam,AZ-1,1994.0,32250.0,16968.986
Mazda,Mazdaspeed 3,2010.0,5700.0,8807.826
Porsche,Macan,2015.0,38000.0,35947.492
Ford,Bronco,1972.0,100000.0,67527.5
Ford,Mustang,2021.0,54000.0,38894.73
BMW,E39 M5,2003.0,20500.0,18284.1
Nissan,Frontier,2023.0,28575.0,31336.941
Subaru,WRX STI,2005.0,22500.0,15432.028
Audi,TT,2009.0,7600.0,8291.127
Maserati,GranTurismo,2010.0,16000.0,26232.895
Jeep,Wrangler,2004.0,8200.0,5931.958
BMW,2 Series,2016.0,13799.0,12805.479
BMW,X5,2013.0,14350.0,14785.417
BMW,F80 M3,2016.0,30500.0,30298.248
Land Rover,Freelander,2003.0,7600.0,5814.442
Ford,Mustang,2021.0,79000.0,90983.6
Cadillac,CTS,2012.0,11900.0,8333.829
Audi,A7,2014.0,13700.0,10216.023
Jeep,Grand Cherokee,2015.0,35000.0,34564.953
Porsche,Panamera,2013.0,26916.0,26096.697
Ford,Focus,2003.0,6400.0,7647.308
Tesla,Model S,2016.0,18000.0,19541.06
Lexus,LX,2004.0,9000.0,7627.9165
Land Rover,Defender,1999.0,25750.0,25522.895
Mercedes-Benz,E-Class,2000.0,7777.0,7780.7056
Porsche,944,1987.0,15500.0,10109.885
Audi,C5 RS6,2003.0,13250.0,11946.702
GMC,Yukon,2004.0,16000.0,11091.2295
BMW,3 Series,2007.0,16800.0,15711.538
Fiat,500 Abarth,2013.0,10500.0,7104.7866
Chevrolet,C4 Corvette,1991.0,25250.0,16048.126
BMW,3 Series,2014.0,9500.0,10406.702
Mercedes-Benz,W212 E63 AMG,2013.0,23250.0,23415.303
BMW,E9X M3,2009.0,21500.0,19240.328
Land Rover,Defender,1994.0,58500.0,42344.92
BMW,X5,2012.0,5010.0,7442.392
BMW,F80 M3,2016.0,44000.0,37660.59
Mercedes-Benz,R231 SL,2014.0,18250.0,18834.438
Volkswagen,Golf,1993.0,6500.0,8802.519
Honda,City,1983.0,21000.0,9249.933
Nissan,240SX,1998.0,9420.0,11109.026
Chevrolet,Chevelle,1972.0,45500.0,53952.81
Acura,Integra,1994.0,13500.0,9931.689
Mercedes-Benz,GLE-Class,2016.0,39750.0,35281.11
Honda,S2000,2001.0,25000.0,21027.125
Lexus,LS,2000.0,8100.0,7029.9497
Toyota,Land Cruiser,2008.0,15000.0,13122.623
Volvo,V60,2023.0,63000.0,50635.164
Toyota,Liteace,1996.0,5200.0,7345.9844
Volkswagen,Golf R,2019.0,25500.0,23116.531
BMW,Z4,2005.0,8600.0,15664.512
Acura,RL,2002.0,7450.0,9771.759
Jeep,Cherokee,2014.0,8300.0,8017.317
Chevrolet,C3 Corvette,1969.0,27200.0,21945.014
BMW,3 Series,2006.0,9200.0,9133.902
Tesla,Model 3,2023.0,30000.0,27259.781
Toyota,Land Cruiser,1984.0,25250.0,21597.438
BMW,M2,2024.0,57000.0,57120.465
Volkswagen,Polo,1998.0,5100.0,4927.7705
Volkswagen,Golf,2019.0,17000.0,19606.322
Lotus,Emira,2024.0,85600.0,71404.1
Chevrolet,C5 Corvette,2003.0,16250.0,15553.783
Honda,Acty,1995.0,6900.0,8263.692
Toyota,Land Cruiser,1997.0,21500.0,15579.705
Volvo,C30,2013.0,9400.0,9959.417
Volvo,S60,2007.0,4500.0,5331.4897
Honda,S2000,2005.0,25750.0,26405.086
Mercedes-Benz,G Wagen,2002.0,17250.0,17807.408
Ferrari,360,2003.0,67500.0,73341.195
Ford,Super Duty,1996.0,17000.0,14758.4795
BMW,i8,2016.0,36750.0,40186.707
Chevrolet,C6 Corvette,2007.0,21500.0,20990.42
Suzuki,Cappuccino,1991.0,8650.0,9210.897
Chevrolet,C4 Corvette,1992.0,12800.0,14891.557
Oldsmobile,Silhouette,1994.0,7300.0,10767.566
Honda,Civic Type R,2021.0,40250.0,36899.44
Porsche,996 911,2000.0,35250.0,40984.383
Mercedes-Benz,R129 SL,1995.0,8069.0,5535.6157
BMW,E46 M3,2003.0,27250.0,19290.064
Porsche,986 Boxster,2000.0,15000.0,11682.206
Toyota,4Runner,2008.0,19750.0,10148.848
Chevrolet,Camaro,2022.0,41000.0,45584.87
Toyota,FJ Cruiser,2012.0,14450.0,16389.096
Alfa Romeo,164,1991.0,4564.0,5007.8325
Lexus,LS,2004.0,9200.0,8028.9565
Porsche,997 911,2006.0,28500.0,41013.59
Pontiac,GTO,2006.0,15300.0,17337.223
GMC,Yukon,2005.0,8600.0,13799.251
Lexus,LX,2005.0,16425.0,13567.196
Ford,Mustang,2019.0,31500.0,38634.98
Tesla,Model S,2014.0,25000.0,22930.855
Mercedes-Benz,CL AMG,2009.0,25000.0,19206.758
BMW,Z3,2000.0,20500.0,15304.525
Maserati,Quattroporte,2005.0,10900.0,15352.696
Volkswagen,Beetle,2000.0,12000.0,6836.7075
Honda,S2000,2002.0,22000.0,22267.473
Saab,9000,1989.0,4500.0,5154.779
GMC,Sierra,2021.0,42500.0,38499.184
