Word,Frequency,Impact_Value
controls,94.9267533972227,-7695.639378123221
convenience,110.47111328100932,-6896.976091200423
convenience package,60.39554816886157,2406.2491792612027
conversion,111.65817633309614,14085.994131072019
converter,91.71927062261453,-4761.187219767123
converters,72.79059722863255,4527.805224829329
convertible,298.66132166893055,-2382.605106941356
convertible finished,87.17065540557286,-19427.007427626686
coolant,302.38753589082467,-3580.572760870999
coolant changed,56.93814784730409,-836.1047937450256
coolant flushed,131.111143176851,1871.9480155817266
cooled,109.04526145900923,11133.504152100953
cooler,121.54632223545357,-3245.9942457105117
cooling,102.19802082391159,-2524.237569985051
corner,88.55258644138871,-10529.869294681253
corrosion,206.48937650410892,-14586.30344552477
corrosion underbody,119.58815630432635,-5611.264111555822
cost,67.32080598133415,19835.80646186819
country,63.192378879233054,-8758.715428505047
cover,465.60815811676304,23745.122669654498
cover gasket,109.43288009491464,-1731.8833814497018
cover gaskets,82.44305581415314,7355.054587467311
covers,183.1155756062372,1565.5886443341385
crack,109.90184267286219,-8901.181645164344
cracked,206.3459122431277,-11382.16404335696
cracks,163.3422791720183,-16448.511469293473
crank,60.73377192695228,-3468.189937523197
crankshaft,65.78475296596906,-6091.199100956627
creases,330.62283957191386,-17383.761545979633
creases driver,121.62303100832793,7521.189894431984
creases seat,59.13200546763242,-6877.413877726831
creases seats,149.89236089127363,-10173.645022582972
creases wear,136.25790892851225,-4196.36523122469
cross,119.59602203287993,3157.8603944673837
cruise,498.4903948696916,-8714.41678153772
cruise control,494.1333211778848,-14817.719336243914
cues,71.7934433281202,-5703.677401769714
curb,282.5534136134591,-16173.323551014397
curb rash,272.6289155652424,-15375.267724375144
current,67.54244308318705,7236.047405257809
currently,368.7420445040325,13022.519306300921
currently displays,248.62979538775988,17789.171599307512
