Make,auction_year,auction_month,Sold_Price,2_keys_ind,is_dry_climate_car,has_sport_seats,recent_major_service,is_project_car
Autozam,2023,8,26500.0,0,0,0,1,0
Ferrari,2023,8,102360.0,1,0,0,1,0
Ford,2023,8,12105.0,0,1,0,1,0
BMW,2023,8,31000.0,1,0,0,1,0
MINI,2023,8,6000.0,1,0,0,1,0
Cadillac,2023,8,22500.0,1,1,0,1,0
BMW,2023,8,15750.0,1,0,0,1,0
Hummer,2023,8,152000.0,1,0,0,1,0
Mitsubishi,2023,8,3601.0,1,0,0,1,0
Lexus,2023,8,7750.0,0,0,0,1,0
Chevrolet,2023,8,17777.0,0,0,0,1,0
Porsche,2023,8,15250.0,1,0,0,1,0
Audi,2023,8,34000.0,1,1,0,1,0
Volkswagen,2023,8,10707.0,0,0,0,1,0
Land Rover,2023,8,14850.0,1,1,0,1,0
Tesla,2023,8,64000.0,1,0,0,1,0
Dodge,2023,8,11000.0,0,0,0,1,0
Porsche,2023,8,209500.0,1,0,0,1,0
Honda,2023,8,32000.0,0,0,0,1,0
Aston Martin,2023,8,37250.0,0,0,0,1,0
Volkswagen,2023,8,12600.0,1,0,0,1,0
BMW,2023,8,22000.0,1,0,0,1,0
Tesla,2023,8,45500.0,1,0,0,1,0
Ford,2023,8,11200.0,0,0,0,1,0
BMW,2023,8,10000.0,1,0,0,1,0
Ford,2023,8,35500.0,0,1,0,1,0
Isuzu,2023,8,12000.0,0,0,1,1,0
Subaru,2023,8,17500.0,1,0,0,1,0
Chevrolet,2023,8,9000.0,1,0,0,1,0
Mitsubishi,2023,8,6000.0,0,0,0,1,0
Mercedes-Benz,2023,8,24030.0,1,0,0,1,0
BMW,2023,8,16600.0,1,1,0,1,0
Ford,2023,8,10150.0,0,0,0,1,0
AM General,2023,8,17000.0,0,0,0,1,0
Honda,2023,8,10000.0,1,0,0,1,0
Rivian,2023,8,91000.0,0,0,0,1,0
Porsche,2023,8,54500.0,0,0,0,1,0
Land Rover,2023,8,40000.0,1,0,0,1,0
Ford,2023,8,23000.0,0,0,1,1,0
BMW,2023,8,14000.0,1,0,0,1,0
Lexus,2023,8,20250.0,1,1,0,1,0
Audi,2023,8,21750.0,1,0,0,1,0
Chevrolet,2023,8,63000.0,1,0,0,1,0
Porsche,2023,8,18027.0,0,0,0,1,0
BMW,2023,8,17250.0,0,0,0,1,0
Jaguar,2023,8,27500.0,0,1,0,1,0
Mazda,2023,8,9000.0,1,0,0,1,0
BMW,2023,8,26250.0,1,1,0,1,0
Nissan,2023,8,38500.0,0,0,1,1,0
Toyota,2023,8,11000.0,1,1,0,1,0
Toyota,2023,8,7100.0,1,0,0,1,0
Lotus,2023,8,35000.0,1,1,0,1,0
Mercedes-Benz,2023,8,38000.0,1,0,0,1,0
BMW,2023,8,8650.0,0,0,0,1,0
Volkswagen,2023,8,7500.0,0,0,0,1,0
Honda,2023,8,9600.0,1,0,1,1,0
BMW,2023,8,9311.0,1,1,0,1,0
BMW,2023,8,5100.0,0,0,0,1,0
Mazda,2023,8,27750.0,1,0,0,1,0
Toyota,2023,8,8400.0,0,0,0,1,0
Mercedes-Benz,2023,8,60000.0,1,1,0,1,0
Mercedes-Benz,2023,8,18750.0,1,0,0,1,0
Hummer,2023,8,12100.0,1,0,0,1,0
BMW,2023,8,27000.0,1,0,0,1,0
Toyota,2023,8,9300.0,0,0,0,1,0
BMW,2023,8,8100.0,1,0,0,1,0
Mercedes-Benz,2023,8,6800.0,1,0,0,1,0
Jeep,2023,8,10389.0,1,0,0,1,0
BMW,2023,8,9050.0,1,1,0,1,0
Tesla,2023,8,42500.0,1,1,0,1,0
Acura,2023,8,11200.0,1,1,0,1,0
Mercedes-Benz,2023,8,32250.0,1,0,0,1,0
Ford,2023,8,13000.0,1,0,0,1,0
Porsche,2023,8,30250.0,1,1,0,1,0
Lamborghini,2023,8,710000.0,1,0,0,1,0
Toyota,2023,8,12200.0,1,0,0,1,0
Mitsubishi,2023,8,14100.0,0,0,0,1,0
Rivian,2023,8,72000.0,0,0,0,1,0
Mitsubishi,2023,8,10000.0,0,0,0,1,0
Mercedes-Benz,2023,8,16250.0,0,0,0,1,0
Ford,2023,8,14000.0,1,1,0,1,0
Subaru,2023,8,10400.0,0,0,0,1,0
Toyota,2023,8,23500.0,1,0,0,1,0
Mercedes-Benz,2023,8,9500.0,0,0,0,1,0
Audi,2023,8,15000.0,1,0,0,1,0
BMW,2023,8,17000.0,1,0,0,1,0
Mitsubishi,2023,8,48000.0,1,0,0,1,0
Mitsubishi,2023,8,31750.0,0,0,1,1,0
Porsche,2023,8,24500.0,1,0,0,1,0
Jeep,2023,8,11200.0,1,1,0,1,0
Toyota,2023,8,8100.0,1,0,0,1,0
McLaren,2023,8,104500.0,1,0,0,1,0
Audi,2023,8,4544.0,1,0,0,1,0
Honda,2023,8,11200.0,1,0,0,1,0
Porsche,2023,8,10600.0,0,0,0,1,0
Mazda,2023,8,11550.0,0,0,0,1,0
Mercedes-Benz,2023,8,34500.0,1,0,0,1,0
Dodge,2023,8,86666.0,1,0,0,1,0
Land Rover,2023,8,26900.0,1,0,0,1,0
Chevrolet,2023,8,25250.0,0,0,0,1,0
Lexus,2023,8,7200.0,1,0,0,1,0
Audi,2023,8,14500.0,1,1,0,1,0
Ford,2023,8,14200.0,1,0,0,1,0
Alfa Romeo,2023,8,36500.0,1,1,0,1,0
Nissan,2023,8,6000.0,1,0,0,1,0
Mercedes-Benz,2023,8,41000.0,1,0,0,1,0
Toyota,2023,8,10350.0,0,0,0,1,0
Subaru,2023,8,9474.0,1,0,0,1,0
Porsche,2023,8,112000.0,1,0,0,1,0
Porsche,2023,8,13556.0,1,0,0,1,0
GMC,2023,8,55000.0,1,0,0,1,0
Land Rover,2023,8,9100.0,1,0,0,1,0
McLaren,2023,8,106000.0,1,0,0,1,0
Subaru,2023,8,11100.0,1,1,0,1,0
Suzuki,2023,8,9900.0,1,0,0,1,0
Alfa Romeo,2023,8,39000.0,0,0,0,1,0
Mercedes-Benz,2023,8,14000.0,1,0,0,1,0
Porsche,2023,8,23250.0,1,1,0,1,0
Tesla,2023,8,23000.0,1,1,0,1,0
Toyota,2023,8,8250.0,1,0,0,1,0
Toyota,2023,8,20000.0,0,0,1,1,0
Lexus,2023,8,23500.0,1,0,0,1,0
Land Rover,2023,8,25500.0,0,0,0,1,0
Chrysler,2023,8,16000.0,1,0,0,1,0
BMW,2023,8,8800.0,1,0,0,1,0
Toyota,2023,8,85000.0,0,0,0,1,0
Mazda,2023,8,22250.0,1,1,0,1,0
Subaru,2023,8,12800.0,1,0,0,1,0
Audi,2023,8,12000.0,0,0,0,1,0
BMW,2023,8,10222.0,1,0,0,1,0
Ford,2023,8,390000.0,0,0,0,1,0
BMW,2023,8,15300.0,1,1,1,1,0
Porsche,2023,8,25000.0,1,0,0,1,0
Tesla,2023,8,63500.0,0,0,0,1,0
Chevrolet,2023,8,14350.0,0,0,0,1,0
Mercedes-Benz,2023,8,20750.0,1,0,0,1,0
Jeep,2023,8,21100.0,1,0,0,1,0
Suzuki,2023,8,9100.0,0,1,0,1,0
Honda,2023,8,25500.0,1,0,0,1,0
Nissan,2023,8,6559.0,1,0,0,1,0
Lexus,2023,8,11700.0,1,0,0,1,0
Nissan,2023,8,10100.0,0,0,0,1,0
Ford,2023,8,27250.0,1,0,0,1,0
Audi,2023,8,13000.0,0,0,0,1,0
Mitsubishi,2023,8,7000.0,0,0,0,1,0
Rivian,2023,8,85000.0,0,0,0,1,0
BMW,2023,8,43750.0,1,0,0,1,0
Porsche,2023,8,145000.0,1,1,0,1,0
Nissan,2023,8,8787.0,1,0,0,1,0
Ford,2023,8,42000.0,1,1,1,1,0
Porsche,2023,8,28750.0,1,0,0,1,0
Porsche,2023,8,31500.0,1,0,0,1,0
Porsche,2023,8,25250.0,0,0,0,1,0
Toyota,2023,8,9200.0,1,1,0,1,0
BMW,2023,8,17750.0,1,0,0,1,0
Audi,2023,8,9551.0,1,0,0,1,0
Nissan,2023,8,55000.0,0,0,0,1,0
Honda,2023,8,8300.0,1,0,0,1,0
Jaguar,2023,8,10700.0,1,0,0,1,0
BMW,2023,8,20750.0,1,0,0,1,0
Toyota,2023,8,8500.0,0,0,0,1,0
Hummer,2023,8,20750.0,0,0,0,1,0
Lexus,2023,8,16600.0,1,0,0,1,0
Porsche,2023,8,190500.0,1,0,0,1,0
Mercedes-Benz,2023,8,12250.0,1,0,0,1,0
BMW,2023,8,16000.0,1,1,0,1,0
Mazda,2023,8,20500.0,1,0,0,1,0
Honda,2023,8,13200.0,1,1,0,1,0
Toyota,2023,8,6500.0,1,0,0,1,0
Chevrolet,2023,8,19350.0,1,0,0,1,0
Toyota,2023,8,71000.0,1,0,0,1,0
Mercedes-Benz,2023,8,22000.0,1,0,0,1,0
Aston Martin,2023,8,43250.0,0,1,0,1,0
Subaru,2023,8,19500.0,1,1,0,1,0
Porsche,2023,8,211611.0,1,0,0,1,0
Jeep,2023,8,31000.0,1,0,0,1,0
BMW,2023,8,15000.0,1,0,0,1,0
Honda,2023,8,8500.0,1,0,0,1,0
Porsche,2023,8,40750.0,0,1,0,1,0
Fiat,2023,8,16160.0,1,0,0,1,0
Isuzu,2023,8,11600.0,0,0,0,1,0
BMW,2023,8,17333.0,1,1,0,1,0
Lamborghini,2023,8,480000.0,0,0,0,1,0
Toyota,2023,8,16250.0,1,0,0,1,0
Land Rover,2023,8,19150.0,0,0,0,1,0
Chrysler,2023,8,47350.0,1,0,0,1,0
Porsche,2023,8,58500.0,0,0,0,1,0
Jeep,2023,8,17200.0,1,0,0,1,0
Honda,2023,8,7350.0,1,0,0,1,0
Honda,2023,8,8300.0,1,1,0,1,0
Porsche,2023,8,18250.0,0,1,0,1,0
Land Rover,2023,8,32500.0,1,0,0,1,0
Rivian,2023,8,91000.0,0,0,0,1,0
Lexus,2023,8,8600.0,1,0,0,1,0
Porsche,2023,8,35000.0,1,0,0,1,0
Toyota,2023,8,5555.0,1,0,0,1,0
BMW,2023,8,44250.0,1,0,0,1,0
Dodge,2023,8,25750.0,0,0,0,1,0
Porsche,2023,8,27500.0,1,0,0,1,0
Lexus,2023,8,15000.0,1,0,0,1,0
Porsche,2023,8,18805.0,1,1,0,1,0
Subaru,2023,8,13600.0,1,0,0,1,0
Mazda,2023,8,15000.0,0,0,0,1,0
Mercedes-Benz,2023,8,25000.0,1,0,0,1,0
Lamborghini,2023,8,159000.0,0,0,0,1,0
Volkswagen,2023,8,11300.0,1,0,0,1,0
Mercedes-Benz,2023,8,72000.0,1,0,0,1,0
Chevrolet,2023,8,5850.0,1,0,0,1,0
Ford,2023,8,28373.0,1,0,0,1,0
Mazda,2023,8,12750.0,0,0,0,1,0
BMW,2023,8,15800.0,1,0,0,1,0
BMW,2023,8,14650.0,1,0,0,1,0
Mitsubishi,2023,8,10600.0,1,0,0,1,0
Mercedes-Benz,2023,8,14700.0,0,0,0,1,0
Jeep,2023,8,57500.0,0,0,0,1,0
Chrysler,2023,8,8500.0,1,1,0,1,0
Toyota,2023,8,13000.0,1,0,0,1,0
Audi,2023,8,16250.0,0,1,0,1,0
Lexus,2023,8,56100.0,1,0,0,1,0
Jeep,2023,8,13100.0,1,1,0,1,0
Acura,2023,8,14100.0,1,1,0,1,0
Chevrolet,2023,8,26250.0,1,0,0,1,0
Ford,2023,8,6750.0,0,0,0,1,0
Toyota,2023,8,15000.0,0,0,0,1,0
Audi,2023,8,23260.0,1,0,0,1,0
Honda,2023,8,23750.0,0,1,0,1,0
Mercedes-Benz,2023,8,36000.0,0,0,1,1,0
Ford,2023,8,37500.0,0,0,0,1,0
Toyota,2023,8,9900.0,0,0,0,1,0
Audi,2023,8,19500.0,0,0,0,1,0
Mercedes-Benz,2023,8,20250.0,0,0,0,1,0
Toyota,2023,8,12655.0,0,0,0,1,0
Fiat,2023,8,8000.0,0,0,0,1,0
Porsche,2023,8,30000.0,1,0,0,1,0
Land Rover,2023,8,35000.0,1,0,0,1,0
Ford,2023,8,11000.0,0,1,0,1,0
BMW,2023,8,20550.0,0,0,0,1,0
Aston Martin,2023,8,43000.0,1,1,0,1,0
Land Rover,2023,8,23250.0,1,0,0,1,0
Ford,2023,8,34500.0,0,0,0,1,0
Mazda,2023,8,12500.0,1,0,0,1,0
Land Rover,2023,8,22250.0,1,0,0,1,0
Dodge,2023,8,50500.0,1,0,0,1,0
Tesla,2023,8,23250.0,1,0,0,1,0
Mazda,2023,8,8600.0,1,1,0,1,0
Audi,2023,8,38000.0,1,1,0,1,0
Porsche,2023,8,24000.0,0,1,0,1,0
Mercedes-Benz,2023,8,21800.0,0,0,0,1,0
Toyota,2023,8,12000.0,1,0,0,1,0
BMW,2023,8,22500.0,1,0,0,1,0
Toyota,2023,8,7750.0,1,0,0,1,0
Alfa Romeo,2023,8,16000.0,0,0,0,1,0
Chevrolet,2023,8,13100.0,0,0,0,1,0
Mercedes-Benz,2023,8,15000.0,1,0,0,1,0
Honda,2023,8,19000.0,1,0,0,1,0
Mazda,2023,8,20500.0,1,1,0,1,0
Toyota,2023,8,12500.0,1,1,0,1,0
Ferrari,2023,8,123500.0,1,0,0,1,0
BMW,2023,8,17000.0,1,0,0,1,0
Ford,2023,8,29000.0,0,0,0,1,0
Honda,2023,8,13000.0,0,1,0,1,0
Chevrolet,2023,8,11200.0,1,0,0,1,0
Chevrolet,2023,8,84000.0,1,0,0,1,0
Jaguar,2023,8,31750.0,1,0,0,1,0
BMW,2023,8,16500.0,1,0,0,1,0
Bentley,2023,8,47505.0,1,0,0,1,0
Mercedes-Benz,2023,8,13300.0,0,0,0,1,0
Jeep,2023,8,40500.0,1,0,0,1,0
Lexus,2023,8,17500.0,1,1,0,1,0
Toyota,2023,8,12100.0,1,0,0,1,0
Rivian,2023,8,87000.0,0,0,0,1,0
Subaru,2023,8,29250.0,1,0,0,1,0
Toyota,2023,8,19000.0,1,1,0,1,0
Lexus,2023,8,9200.0,0,1,0,1,0
Dodge,2023,8,36250.0,0,0,0,1,0
Ford,2023,8,17250.0,0,0,0,1,0
Nissan,2023,8,8600.0,1,0,0,1,0
Toyota,2023,8,8200.0,1,0,0,1,0
Porsche,2023,8,91000.0,1,1,0,1,0
Mercedes-Benz,2023,8,6100.0,1,0,0,1,0
BMW,2023,8,45250.0,1,1,1,1,0
BMW,2023,8,11000.0,1,0,0,1,0
Acura,2023,8,82501.0,1,0,0,1,0
BMW,2023,8,35250.0,1,0,0,1,0
Nissan,2023,8,54000.0,1,0,0,1,0
Ford,2023,8,31000.0,1,0,0,1,0
Mercedes-Benz,2023,8,22500.0,1,0,0,1,0
Bentley,2023,8,19250.0,0,0,0,1,0
Porsche,2023,8,37250.0,1,0,0,1,0
BMW,2023,8,8000.0,1,0,0,1,0
Chevrolet,2023,8,14700.0,1,0,0,1,0
Tesla,2023,8,26000.0,1,0,0,1,0
Ford,2023,8,11200.0,0,0,1,1,0
Jeep,2023,8,15250.0,0,0,0,1,0
Mazda,2023,8,10000.0,0,0,0,1,0
Jeep,2023,8,39040.0,0,0,0,1,0
Ferrari,2023,8,64000.0,1,0,0,1,0
GMC,2023,8,15300.0,1,1,0,1,0
Mercedes-Benz,2023,8,11100.0,1,0,0,1,0
Rivian,2023,8,75500.0,0,0,0,1,0
Ford,2023,8,11300.0,1,1,0,1,0
Jaguar,2023,8,8250.0,1,0,0,1,0
Toyota,2023,8,19800.0,1,1,0,1,0
Ford,2023,8,16750.0,0,0,0,1,0
Mazda,2023,8,23500.0,1,1,0,1,0
Mercedes-Benz,2023,8,19250.0,1,1,0,1,0
Audi,2023,8,6561.0,1,1,0,1,0
Lexus,2023,8,7200.0,0,0,0,1,0
Tesla,2023,8,37754.0,1,0,0,1,0
Jeep,2023,8,25500.0,0,0,0,1,0
Mitsubishi,2023,8,33333.0,1,0,1,1,0
Fiat,2023,8,12050.0,1,0,0,1,0
MINI,2023,8,12000.0,1,0,1,1,0
BMW,2023,8,26000.0,1,0,0,1,0
Chevrolet,2023,8,16500.0,1,0,0,1,0
Honda,2023,8,4600.0,0,0,0,1,0
BMW,2023,8,42500.0,1,0,0,1,0
Aston Martin,2023,8,151500.0,1,0,0,1,0
Honda,2023,8,7500.0,1,1,0,1,0
Porsche,2023,8,34000.0,0,0,0,1,0
Chevrolet,2023,8,24000.0,1,1,0,1,0
Volkswagen,2023,8,39500.0,1,0,1,1,0
Audi,2023,8,22099.0,0,0,0,1,0
Tesla,2023,8,51250.0,1,0,0,1,0
Porsche,2023,8,41964.0,1,0,0,1,0
Mercedes-Benz,2023,8,33430.0,1,1,0,1,0
Land Rover,2023,8,13700.0,1,1,0,1,0
Land Rover,2023,8,8200.0,1,1,0,1,0
Lexus,2023,8,10300.0,1,0,0,1,0
Jeep,2023,8,36250.0,1,1,0,1,0
Mercedes-Benz,2023,8,11100.0,1,0,0,1,0
BMW,2023,8,18750.0,0,0,0,1,0
Lexus,2023,8,10100.0,1,0,0,1,0
Bentley,2023,8,75000.0,1,0,0,1,0
BMW,2023,8,6700.0,0,0,0,1,0
BMW,2023,8,20500.0,1,0,0,1,0
Porsche,2023,8,54750.0,1,1,0,1,0
Mercedes-Benz,2023,8,18500.0,0,0,0,1,0
Volkswagen,2023,8,6100.0,0,0,0,1,0
Honda,2023,8,5460.0,1,0,0,1,0
Porsche,2023,8,14100.0,1,0,0,1,0
Ford,2023,8,23250.0,0,1,0,1,0
Ford,2023,8,55500.0,1,0,0,1,0
Mitsubishi,2023,8,7500.0,0,1,0,1,0
Audi,2023,8,12600.0,1,1,0,1,0
Nissan,2023,8,30500.0,0,0,0,1,0
BMW,2023,8,8400.0,1,0,0,1,0
Mercedes-Benz,2023,8,45500.0,1,0,0,1,0
Mitsubishi,2023,8,17350.0,1,1,1,1,0
Toyota,2023,8,8150.0,1,0,0,1,0
Honda,2023,8,13000.0,0,0,0,1,0
BMW,2023,8,40710.0,0,0,0,1,0
Saab,2023,8,19500.0,1,0,0,1,0
Mazda,2023,8,9000.0,0,0,0,1,0
Dodge,2023,8,47000.0,1,0,0,1,0
Chevrolet,2023,8,12000.0,1,0,0,1,0
Subaru,2023,8,15500.0,0,0,0,1,0
Tesla,2023,8,46250.0,1,0,0,1,0
Chevrolet,2023,8,20160.0,0,1,0,1,0
Hyundai,2023,8,16000.0,0,1,0,1,0
Mitsubishi,2023,8,30500.0,1,0,0,1,0
BMW,2023,8,15850.0,1,1,0,1,0
Nissan,2023,8,14201.0,0,0,0,1,0
Aston Martin,2023,8,44007.0,1,0,0,1,0
Volkswagen,2023,8,18000.0,0,0,0,1,0
Toyota,2023,8,8686.0,1,1,0,1,0
BMW,2023,8,30500.0,1,0,0,1,0
Lincoln,2023,8,9000.0,1,0,0,1,0
Porsche,2023,8,73000.0,0,0,0,1,0
Audi,2023,8,8800.0,1,1,0,1,0
BMW,2023,8,20000.0,1,0,0,1,0
Mazda,2023,8,9000.0,0,0,0,1,0
Pontiac,2023,8,24250.0,1,0,0,1,0
Subaru,2023,8,13000.0,1,0,0,1,0
Toyota,2023,8,22000.0,0,1,0,1,0
Audi,2023,8,80000.0,0,0,0,1,0
BMW,2023,8,20000.0,1,0,0,1,0
BMW,2023,8,13300.0,0,0,0,1,0
Tesla,2023,8,41000.0,1,1,0,1,0
BMW,2023,8,21000.0,0,0,0,1,0
Land Rover,2023,8,20500.0,1,0,0,1,0
Chevrolet,2023,8,16500.0,1,0,0,1,0
Porsche,2023,8,31250.0,0,0,0,1,0
BMW,2023,8,9600.0,0,0,0,1,0
Mitsubishi,2023,8,8900.0,1,0,0,1,0
Ford,2023,8,24000.0,1,0,0,1,0
BMW,2023,8,36055.0,1,0,0,1,0
Chevrolet,2023,8,23500.0,1,0,0,1,0
Porsche,2023,8,90500.0,1,0,0,1,0
BMW,2023,8,19750.0,1,0,0,1,0
Volvo,2023,8,13500.0,1,1,0,1,0
Chevrolet,2023,8,10000.0,0,1,0,1,0
Ferrari,2023,8,112000.0,1,1,0,1,0
Toyota,2023,8,18500.0,0,0,0,1,0
Land Rover,2023,8,52500.0,1,1,0,1,0
BMW,2023,8,9800.0,0,1,0,1,0
Ford,2023,8,26500.0,1,0,0,1,0
BMW,2023,8,13100.0,0,1,0,1,0
Porsche,2023,8,9100.0,1,1,0,1,0
Ford,2023,8,24000.0,1,0,0,1,0
Ford,2023,8,7400.0,0,0,0,1,0
Audi,2023,8,53000.0,1,1,0,1,0
Porsche,2023,8,28500.0,1,0,0,1,0
Ford,2023,8,7400.0,1,0,0,1,0
Porsche,2023,8,45250.0,1,0,0,1,0
Jaguar,2023,8,5600.0,0,0,0,1,0
Ferrari,2023,8,75500.0,1,1,0,1,0
GMC,2023,8,6600.0,0,1,0,1,0
Nissan,2023,8,15819.0,1,0,0,1,0
Saab,2023,8,6999.0,1,0,0,1,0
Toyota,2023,8,5500.0,1,0,0,1,0
Mazda,2023,8,27000.0,1,0,0,1,0
Mercury,2023,8,8000.0,0,0,0,1,0
Porsche,2023,8,20000.0,0,0,0,1,0
Ariel,2023,8,70500.0,0,1,0,1,0
Tesla,2023,8,28269.0,1,0,0,1,0
Mercedes-Benz,2023,8,5700.0,0,0,0,1,0
Jeep,2023,8,29000.0,1,0,0,1,0
Mazda,2023,8,6101.0,1,0,0,1,0
Land Rover,2023,8,13750.0,1,0,0,1,0
Ford,2023,8,27250.0,1,0,1,1,0
BMW,2023,8,11548.0,0,1,0,1,0
Porsche,2023,8,155500.0,1,1,0,1,0
Toyota,2023,8,25000.0,1,0,0,1,0
Ford,2023,8,26000.0,1,0,0,1,0
Ford,2023,8,5950.0,1,0,0,1,0
Aston Martin,2023,8,22000.0,1,0,0,1,0
BMW,2023,8,7600.0,0,1,0,1,0
Ford,2023,8,85500.0,1,0,0,1,0
Mercedes-Benz,2023,8,11250.0,0,0,0,1,0
BMW,2023,8,29000.0,1,0,0,1,0
Honda,2023,8,7200.0,1,0,0,1,0
Suzuki,2023,8,6500.0,1,0,0,1,0
BMW,2023,8,11100.0,1,1,0,1,0
Caterham,2023,8,24500.0,0,1,0,1,0
Porsche,2023,8,17250.0,1,0,0,1,0
Mercedes-Benz,2023,8,21000.0,1,0,0,1,0
Porsche,2023,8,29250.0,1,0,0,1,0
Mercedes-Benz,2023,8,3700.0,1,0,0,1,0
Jeep,2023,8,5100.0,1,0,0,1,0
Mazda,2023,8,15500.0,0,0,0,1,0
Porsche,2023,8,41400.0,1,1,0,1,0
Fiat,2023,8,11500.0,1,0,0,1,0
Porsche,2023,8,22000.0,1,1,0,1,0
Dodge,2023,8,26250.0,1,1,0,1,0
Tesla,2023,8,30009.0,0,0,0,1,0
MINI,2023,8,7200.0,1,0,0,1,0
Audi,2023,8,15000.0,1,1,1,1,0
Lamborghini,2023,8,342000.0,1,0,0,1,0
Subaru,2023,8,17800.0,1,0,0,1,0
Ford,2023,8,22750.0,0,0,0,1,0
Porsche,2023,8,10500.0,0,1,0,1,0
Volkswagen,2023,8,22500.0,1,1,0,1,0
Ford,2023,8,23750.0,1,0,0,1,0
Mercedes-Benz,2023,8,10000.0,1,1,0,1,0
Dodge,2023,8,22500.0,1,0,0,1,0
BMW,2023,8,34750.0,0,0,0,1,0
Mazda,2023,8,30250.0,0,0,0,1,0
Lexus,2023,8,6100.0,1,1,0,1,0
Acura,2023,8,15350.0,1,0,0,1,0
BMW,2023,8,33000.0,1,0,0,1,0
Audi,2023,8,24000.0,1,0,0,1,0
Ford,2023,8,56900.0,0,0,0,1,0
BMW,2023,8,7700.0,0,0,0,1,0
BMW,2023,8,35250.0,1,1,0,1,0
BMW,2023,8,13100.0,1,1,0,1,0
Toyota,2023,8,9600.0,0,0,0,1,0
Lexus,2023,8,14300.0,1,0,0,1,0
Pontiac,2023,8,41500.0,0,0,0,1,0
Lamborghini,2023,8,125000.0,1,0,0,1,0
Chevrolet,2023,8,8900.0,1,0,0,1,0
Toyota,2023,8,62500.0,1,0,0,1,0
Porsche,2023,8,63000.0,1,1,0,1,0
Toyota,2023,8,16550.0,1,0,0,1,0
BMW,2023,8,29000.0,1,0,0,1,0
Honda,2023,8,33500.0,0,0,0,1,0
BMW,2023,8,12201.0,1,1,0,1,0
Porsche,2023,8,107500.0,1,0,0,1,0
Honda,2023,8,10000.0,1,0,0,1,0
Cadillac,2023,8,46666.0,0,0,1,1,0
BMW,2023,8,22250.0,1,1,0,1,0
BMW,2023,8,9200.0,1,1,0,1,0
Porsche,2023,8,120000.0,1,0,0,1,0
Toyota,2023,8,9000.0,0,0,0,1,0
Audi,2023,8,25750.0,0,0,1,1,0
Honda,2023,8,7269.0,1,0,0,1,0
Volkswagen,2023,8,11000.0,0,0,0,1,0
Mercedes-Benz,2023,8,10000.0,0,0,0,1,0
Ford,2023,8,50500.0,1,0,0,1,0
Lexus,2023,8,11800.0,0,1,0,1,0
Dodge,2023,8,47000.0,1,0,0,1,0
Mazda,2023,8,7900.0,1,0,0,1,0
Ford,2023,8,64000.0,1,1,0,1,0
Nissan,2023,8,7833.0,0,1,0,1,0
Porsche,2023,8,24510.0,1,1,0,1,0
Mitsubishi,2023,8,31500.0,1,1,0,1,0
Toyota,2023,8,5600.0,1,0,0,1,0
Bentley,2023,8,81888.0,1,0,0,1,0
BMW,2023,8,8500.0,1,0,0,1,0
Ford,2023,8,34420.0,1,0,1,1,0
BMW,2023,8,38000.0,1,1,0,1,0
Chevrolet,2023,8,10700.0,1,0,0,1,0
Mitsubishi,2023,8,26787.0,0,0,0,1,0
Lexus,2023,8,8600.0,1,1,0,1,0
Cadillac,2023,8,29525.0,1,1,1,1,0
Toyota,2023,8,27000.0,1,0,0,1,0
Audi,2023,8,12200.0,1,1,0,1,0
MINI,2023,8,7500.0,1,1,0,1,0
BMW,2023,8,17250.0,1,0,0,1,0
Porsche,2023,8,64899.0,1,1,0,1,0
Chevrolet,2023,8,27250.0,0,0,0,1,0
Ford,2023,8,31000.0,1,0,1,1,0
Honda,2023,8,13878.0,0,0,0,1,0
Porsche,2023,8,50500.0,1,1,0,1,0
Land Rover,2023,8,9088.0,0,0,0,1,0
BMW,2023,8,10500.0,1,0,0,1,0
Porsche,2023,8,67991.0,1,1,0,1,0
Chrysler,2023,8,8200.0,1,0,0,1,0
Porsche,2023,8,34500.0,1,0,0,1,0
Ford,2023,8,25250.0,1,1,0,1,0
Audi,2023,8,8250.0,0,1,0,1,0
Porsche,2023,8,23750.0,0,0,0,1,0
Porsche,2023,8,33250.0,1,0,0,1,0
Mitsubishi,2023,8,8900.0,0,0,0,1,0
Mazda,2023,8,10200.0,1,0,0,1,0
Toyota,2023,8,12500.0,1,0,0,1,0
Audi,2023,8,7700.0,0,0,0,1,0
Subaru,2023,8,14000.0,0,0,0,1,0
Oldsmobile,2023,8,6500.0,1,1,0,1,0
Audi,2023,8,93000.0,1,0,0,1,0
Mitsubishi,2023,8,31750.0,0,0,1,1,0
BMW,2023,8,63000.0,0,0,0,1,0
Genesis,2023,8,38500.0,1,0,0,1,0
BMW,2023,8,53000.0,1,0,0,1,0
Nissan,2023,8,10600.0,1,1,0,1,0
Ford,2023,8,19000.0,1,0,0,1,0
Toyota,2023,8,9200.0,1,0,0,1,0
Aston Martin,2023,8,50000.0,0,0,0,1,0
Jeep,2023,8,24076.0,1,0,0,1,0
Porsche,2023,8,15100.0,1,1,0,1,0
Mercedes-Benz,2023,9,8200.0,0,0,0,1,0
Jeep,2023,9,18500.0,1,0,0,1,0
Lexus,2023,9,20500.0,1,0,0,1,0
Ferrari,2023,9,56000.0,0,0,0,1,0
Toyota,2023,9,41000.0,1,1,0,1,0
Ford,2023,9,18350.0,0,0,0,1,0
BMW,2023,9,12000.0,0,0,0,1,0
Ford,2023,9,70350.0,1,0,0,1,0
BMW,2023,9,16000.0,1,0,0,1,0
